Temperature  Celsius,Vapour Pressure BarA,Critical Pressure BarA,Density Kg/m3,Sp.Gravity,hf (Btu/lb),hfg (Btu/lb),vf m3/kg,vg m3/kg,Dynamic Viscocity cp,Kinematic Viscocity m2/s
366.6667,202.0845943,220.4,484.5270115,0.484527011,790.3000,241.9,0.002063868,0.005702794,1,2.06387E-06
367.2222,203.4635443,220.4,479.8820551,0.479882055,793.6000,234.9,0.002083845,0.005591673,1,2.08385E-06
367.7778,204.7735468,220.4,475.1843073,0.475184307,797.0000,227.5,0.002104447,0.005478054,1,2.10445E-06
368.3333,206.1524968,220.4,470.1632815,0.470163281,800.6000,219.8,0.002126921,0.005361938,1,2.12692E-06
368.8889,207.5314468,220.4,464.8422229,0.464842223,804.3000,211.6,0.002151268,0.0052427,1,2.15127E-06
369.4444,208.9103968,220.4,459.2449255,0.459244925,808.2000,203.0,0.002177487,0.005119717,1,2.17749E-06
370.0000,210.2893468,220.4,453.1389816,0.453138982,812.4000,193.7,0.002206828,0.004992988,1,2.20683E-06
370.5556,211.6682968,220.4,446.5699192,0.446569919,817.0000,183.6,0.002239291,0.004859393,1,2.23929E-06
371.1111,213.1161943,220.4,439.2230052,0.439223005,821.9000,172.5,0.002276748,0.00471893,1,2.27675E-06
372.235,215.999,220.4,420.876,0.420876,833.888,170,0.002375997,0.0047,1,2.376E-06
